ID,Name,Gender,Age,Occupation,income,District,Latitude,Longtitude,Health Care Capacity,Health Status
34662496134,Belvia,0,24,7,20420.74989,3,41.3851409330 ,2.1743771366 ,4,1
34674397511,Nikki,0,39,30,32414.43842,6,41.3851405063 ,2.1743666620 ,4,4
34694093113,Grete,0,33,2,7829.06859,7,41.3851423110 ,2.1743845330 ,3,1
34601237038,Raychel,0,56,33,26308.90954,8,41.3851422192 ,2.1743791447 ,1,1
34641208180,Una,1,62,32,23505.43759,2,41.3851404177 ,2.1743672085 ,1,2
34621281179,Marta,0,53,50,20785.36631,2,41.3851426367 ,2.1743855106 ,2,4
34627411129,Leesa,1,51,20,43010.09717,3,41.3851428867 ,2.1743719620 ,1,2
34689950025,Jobye,1,49,32,16062.29212,3,41.3851425828 ,2.1743588022 ,4,1
34668186147,Simonette,1,59,33,20918.19802,8,41.3851420436 ,2.1743638997 ,1,2
34676613415,Minta,1,38,34,38006.28469,4,41.3851422484 ,2.1743692972 ,3,3
34689304221,Cally,1,44,3,33455.28689,2,41.3851407667 ,2.1743755089 ,3,3
34694645177,Annaliese,0,22,21,10790.56524,3,41.3851433470 ,2.1743665877 ,2,2
34696200953,Wandis,1,64,3,27984.63079,10,41.3851431611 ,2.1743792630 ,3,4
34675656852,Cary,0,27,33,41737.39576,10,41.3851409997 ,2.1743736239 ,1,3
34680930816,Holli,0,48,24,25726.67377,10,41.3851425132 ,2.1743740696 ,4,4
34649372709,Fulvia,0,47,18,35897.4848,9,41.3851417143 ,2.1743782615 ,4,4
34636150019,Vivian,0,64,43,43230.24036,4,41.3851417367 ,2.1743681720 ,4,3
34689978812,Lurlene,1,52,2,17843.74213,6,41.3851421698 ,2.1743791662 ,4,3
34630965933,Indira,1,49,34,13394.72142,3,41.3851403449 ,2.1743631619 ,1,2
34625257391,Rozele,0,57,28,18664.76573,6,41.3851399523 ,2.1743599803 ,4,3
34682634826,Jennifer,0,49,20,23559.4161,7,41.3851394224 ,2.1743945315 ,4,2
34698829174,Joelly,0,35,41,9187.126079,9,41.3851424599 ,2.1743630098 ,3,1
34614983028,Allyn,1,43,44,37040.56048,8,41.3851436536 ,2.1743911407 ,2,3
34645089451,Tarrah,1,41,45,47407.45858,7,41.3851425978 ,2.1743627202 ,2,2
34697571185,Clarey,1,28,45,24044.58605,3,41.3851407403 ,2.1743788394 ,2,2
34685478759,Marijo,0,37,24,21833.46801,6,41.3851421304 ,2.1743565824 ,3,3
34623547082,Justinn,1,35,2,32451.65949,9,41.3851412838 ,2.1743731499 ,2,1
34639365642,Denni,1,46,2,30173.17063,8,41.3851410469 ,2.1743735424 ,2,3
34601264947,Antonella,0,43,33,17275.69447,4,41.3851431160 ,2.1743842780 ,2,1
34637458241,Jerrine,1,34,18,29558.284,9,41.3851428113 ,2.1743753811 ,1,3
34603831080,Dorella,0,30,30,3756.351316,2,41.3851411748 ,2.1743876137 ,2,3
34671782749,Blondelle,0,25,50,33544.53106,3,41.3851414443 ,2.1743666088 ,3,1
34626714638,Sharyl,1,40,30,26828.7085,1,41.3851433742 ,2.1743741481 ,2,1
34640247922,Edin,1,46,48,30538.6056,9,41.3851403349 ,2.1743744655 ,3,4
34640390316,Babb,0,24,24,24501.27745,6,41.3851435504 ,2.1743769997 ,2,3
34632528241,Claude,1,45,44,26874.11502,8,41.3851407749 ,2.1743699625 ,2,1
34609537085,Isis,1,49,31,26950.26246,1,41.3851425695 ,2.1743791447 ,3,1
34619269519,Bel,1,24,24,44392.62007,4,41.3851410184 ,2.1743745299 ,3,2
34661416076,Bess,0,44,23,38468.76275,6,41.3851430147 ,2.1743699564 ,3,4
34691677890,Ginnifer,1,33,10,38911.55025,1,41.3851420160 ,2.1743737021 ,2,1
34662578225,Micki,1,54,18,19183.08676,7,41.3851425707 ,2.1743693846 ,1,4
34623522179,Allene,0,43,41,31263.56382,1,41.3851405831 ,2.1743717417 ,1,2
34666423534,Maryjane,0,38,12,32564.55052,9,41.3851392893 ,2.1743906534 ,2,2
34648333529,Collette,0,45,46,47982.62303,6,41.3851433462 ,2.1743753865 ,2,4
34671608249,Almire,1,43,10,31565.78891,3,41.3851420275 ,2.1743894429 ,4,1
34621459884,Alexi,0,18,2,20879.95376,9,41.3851424254 ,2.1743837387 ,2,3
34687438185,Katinka,1,35,2,38173.92731,6,41.3851404228 ,2.1743663051 ,4,1
34671490649,Charmain,0,28,46,26563.48847,5,41.3851423996 ,2.1743693446 ,1,2
34683666692,Lotty,0,37,15,35382.19921,10,41.3851409643 ,2.1743690526 ,3,3
34698184298,Cleopatra,0,45,29,24388.21589,7,41.3851425598 ,2.1743744839 ,2,1
34696964773,Wallis,0,42,16,40633.36014,10,41.3851430893 ,2.1743837959 ,2,4
34615176395,Athene,0,23,5,18614.03866,6,41.3851422622 ,2.1743728250 ,3,1
34644935465,Ailis,1,73,36,23236.18169,7,41.3851431899 ,2.1743763419 ,1,4
34632134278,Bea,1,24,24,35043.50339,10,41.3851421110 ,2.1743697663 ,1,1
34656760272,Darbie,0,29,3,33353.17338,6,41.3851426241 ,2.1743783273 ,4,2
34634967854,Neille,0,54,29,29933.82573,7,41.3851410371 ,2.1743874027 ,2,1
34676795523,Odette,0,39,6,12213.69707,3,41.3851411105 ,2.1743696173 ,3,4
34653983889,Marinna,1,37,39,33320.4543,5,41.3851417679 ,2.1743562076 ,2,1
34627035530,Rhianna,0,56,17,19650.82852,4,41.3851422842 ,2.1743761097 ,4,4
34649390854,Georgette,1,48,24,34461.91563,3,41.3851439396 ,2.1743969209 ,4,4
34693201049,Ruthie,0,57,42,33827.77045,6,41.3851409998 ,2.1743629318 ,2,3
34656913702,Mae,1,37,45,28998.64917,5,41.3851434669 ,2.1743665264 ,3,3
34666351586,Maggee,1,52,36,16327.77362,5,41.3851402430 ,2.1743683516 ,1,3
34680074338,Nadya,0,54,5,32791.29892,6,41.3851429523 ,2.1743650095 ,1,3
34631760852,Chelsae,0,45,22,37076.48552,9,41.3851418030 ,2.1743764644 ,2,4
34668543561,Nichol,0,54,10,12279.27164,5,41.3851420970 ,2.1743880724 ,1,1
34627363320,Jehanna,0,34,36,20898.5984,3,41.3851434970 ,2.1743746058 ,4,2
34630301802,Lyn,1,52,7,43151.97834,9,41.3851423943 ,2.1743872518 ,2,4
34671384748,Tasia,1,41,33,41711.70253,10,41.3851419163 ,2.1743793345 ,1,2
34631097572,Elga,1,46,14,45798.4715,9,41.3851435950 ,2.1743706087 ,2,4
34670669338,Gloriane,0,33,19,24188.65001,5,41.3851432328 ,2.1743840445 ,4,4
34697238182,Shawna,1,40,21,32600.33914,6,41.3851413176 ,2.1743744240 ,2,4
34653394960,Ashlen,1,43,4,24343.35506,8,41.3851416976 ,2.1743746847 ,3,4
34605615390,Marlyn,0,37,23,25586.09999,2,41.3851422169 ,2.1743877732 ,1,4
34688498612,Candis,1,44,39,25129.63597,5,41.3851407684 ,2.1743832093 ,1,3
34695120604,Wanda,0,42,23,49068.014,4,41.3851435301 ,2.1743903112 ,4,3
34651822263,Lola,1,52,5,30422.48586,2,41.3851426839 ,2.1743624839 ,4,1
34609369249,Jammie,1,34,46,29921.34291,4,41.3851417759 ,2.1743555232 ,1,1
34659476884,Karrie,0,50,30,23605.68665,6,41.3851418524 ,2.1743946408 ,3,2
34616142582,Edithe,0,46,42,22243.35453,7,41.3851418825 ,2.1743744079 ,2,4
34601448216,Raven,1,39,29,31268.40688,3,41.3851422319 ,2.1743716847 ,3,4
34643465241,Debbi,0,46,46,39313.97891,10,41.3851422382 ,2.1743806667 ,3,1
34629037665,Joell,1,49,48,27711.50953,4,41.3851425436 ,2.1743720861 ,1,4
34670174458,Jillie,1,49,18,25322.52843,8,41.3851414285 ,2.1743680308 ,2,3
34694359327,Emili,1,47,32,50375.04884,5,41.3851418291 ,2.1743806711 ,4,1
34676566984,Thelma,0,41,25,41715.65884,10,41.3851415934 ,2.1743609633 ,4,1
34608649713,Rosalyn,1,57,25,33681.97845,3,41.3851415770 ,2.1743585766 ,2,1
34680661440,Gerianne,0,33,25,27717.62588,9,41.3851410536 ,2.1743799131 ,1,3
34670614073,Clarinda,1,28,44,32500.81768,3,41.3851422935 ,2.1743714407 ,3,3
34626359491,Tonye,0,41,44,22974.71333,2,41.3851428483 ,2.1743867507 ,3,1
34600251785,Tallia,0,60,36,23688.74625,2,41.3851430614 ,2.1743696879 ,3,3
34655292074,Annmarie,0,22,37,46120.06883,9,41.3851440205 ,2.1743850658 ,2,3
34629550225,Tomasine,0,41,43,30754.40595,8,41.3851445079 ,2.1743774405 ,2,3
34646791547,Ansley,0,22,3,26137.32199,9,41.3851412852 ,2.1743589309 ,3,1
34645534253,Gert,0,48,29,14000.49036,3,41.3851406504 ,2.1743853244 ,3,3
34612160469,Rosamund,1,57,14,40985.039,8,41.3851400664 ,2.1743946559 ,1,4
34602984124,Alyda,0,20,24,46867.30967,8,41.3851416002 ,2.1743519111 ,1,4
34656603178,Annnora,0,43,13,30442.99497,8,41.3851419378 ,2.1743616459 ,4,1
34636980206,Corella,1,29,23,42799.32177,7,41.3851424979 ,2.1743695347 ,2,3
34606180538,Sarina,0,58,46,11802.37809,3,41.3851430400 ,2.1743823464 ,2,3
34659735123,Kassi,0,35,40,34291.65822,10,41.3851416613 ,2.1743762519 ,1,3
34677775505,Odele,1,39,17,26293.40265,5,41.3851418515 ,2.1743771483 ,3,2
34672410053,Frederique,1,32,44,34082.51991,9,41.3851427090 ,2.1743831235 ,1,2
34623886802,Natala,0,54,30,18719.92658,8,41.3851404390 ,2.1743778152 ,4,2
34693454945,Carmina,1,27,19,18828.27014,9,41.3851430433 ,2.1743728573 ,3,3
34601257040,Rosemarie,1,40,40,22701.035,8,41.3851417861 ,2.1743767679 ,3,4
34638914853,Sile,1,41,16,23947.82718,6,41.3851421748 ,2.1743776369 ,4,4
34682257198,Dotty,1,46,14,37939.25493,7,41.3851431954 ,2.1743623446 ,1,4
34633535651,Jamima,1,34,43,32744.0393,4,41.3851419919 ,2.1743777939 ,1,1
34668659024,Esma,1,47,49,29991.59001,8,41.3851401368 ,2.1743794646 ,2,3
34658056924,Berry,1,25,43,35610.06174,4,41.3851436388 ,2.1743820318 ,3,2
34699456845,Sofia,0,59,33,37241.37691,5,41.3851424017 ,2.1743650379 ,2,4
34608830167,Ashly,1,43,28,5037.647452,1,41.3851421890 ,2.1743767485 ,3,4
34658129306,Alika,0,42,21,20950.47371,5,41.3851442662 ,2.1743726371 ,2,2
34652569449,Marylou,0,38,39,27820.16004,7,41.3851408163 ,2.1743688841 ,2,4
34681297706,Dalila,0,29,3,20692.14311,2,41.3851441363 ,2.1743601521 ,4,4
34620881933,Shelagh,1,40,4,28711.35116,10,41.3851404396 ,2.1743891210 ,2,2
34698177742,Gisella,1,48,47,49399.79767,6,41.3851434698 ,2.1743956306 ,1,3
34663125412,Jordana,0,35,47,35913.2418,3,41.3851420818 ,2.1743787099 ,2,1
34641778302,Kristin,1,51,49,34424.12612,10,41.3851425774 ,2.1743536781 ,4,3
34657962454,Annora,0,22,41,32091.28358,2,41.3851419905 ,2.1743779570 ,3,1
34646943477,Nora,1,55,10,36024.06373,7,41.3851432663 ,2.1743735796 ,4,2
34695634434,Darcey,1,29,12,38401.14182,2,41.3851423664 ,2.1743779055 ,2,4
34676221134,Merilee,1,38,27,21994.06204,5,41.3851425218 ,2.1743767981 ,3,1
34612878167,Tory,1,41,23,18063.04404,3,41.3851425136 ,2.1743782327 ,1,1
34653117377,Ethelind,1,32,36,45885.73752,2,41.3851428200 ,2.1743732381 ,4,2
34612760505,Reta,0,40,5,29901.84562,2,41.3851429341 ,2.1743714711 ,4,3
34659740759,Jaquelyn,0,49,25,21122.37958,5,41.3851442280 ,2.1743785519 ,3,3
34659576366,Madel,0,37,43,28740.51183,6,41.3851426251 ,2.1743826018 ,4,3
34601873808,Virginie,1,42,31,38356.32647,4,41.3851421401 ,2.1743724292 ,4,2
34661996151,Marian,0,52,36,26906.42482,2,41.3851430739 ,2.1743805307 ,1,2
34695132067,Noelle,1,39,31,18933.2713,6,41.3851406389 ,2.1743572696 ,1,1
34679582941,Petronilla,1,39,43,27916.55511,9,41.3851431235 ,2.1743672633 ,2,3
34652542016,Harrietta,0,48,39,34932.7383,3,41.3851416269 ,2.1743703732 ,3,2
34647065534,Tricia,0,62,13,28897.92263,1,41.3851419826 ,2.1743765546 ,3,2
34635683281,Maris,0,37,20,36799.13511,3,41.3851425527 ,2.1743714555 ,1,4
34697830100,Queenie,0,56,39,21813.17491,1,41.3851429581 ,2.1743650867 ,1,3
34606261169,Cathe,0,44,49,25107.33061,9,41.3851423349 ,2.1743838279 ,2,1
34698261500,Kore,1,51,4,19046.36697,6,41.3851408762 ,2.1743770090 ,1,4
34671109177,Gretal,0,33,12,43000.59295,6,41.3851387360 ,2.1743781353 ,3,2
34619721607,Sandi,1,40,33,31938.37479,6,41.3851417894 ,2.1743800054 ,1,3
34695832642,Amie,0,20,34,21609.69821,6,41.3851433244 ,2.1743891492 ,3,1
34680317990,Edeline,1,31,4,12744.88745,10,41.3851427189 ,2.1743728455 ,3,4
34646157611,Lorianne,1,52,44,30038.48583,2,41.3851426723 ,2.1743874848 ,2,4
34683978554,Merrilee,0,38,7,22695.75994,8,41.3851411056 ,2.1743636981 ,2,3
34683167402,Micheline,0,54,6,13350.4745,7,41.3851421217 ,2.1743761259 ,1,3
34672119964,Carole,1,27,22,16130.20863,3,41.3851410946 ,2.1743822160 ,3,3
34681309976,Abbe,1,42,26,41779.09609,8,41.3851416644 ,2.1743840142 ,3,1
34657815355,Cathy,1,27,11,17244.56702,9,41.3851413219 ,2.1743625235 ,1,3
34679365115,Ruthy,0,57,9,17020.83132,9,41.3851425904 ,2.1743852497 ,4,1
34650939307,Ami,0,20,36,94285,10,41.3851405672 ,2.1743931492 ,3,2
34696812874,Vinnie,0,42,35,22450.05994,6,41.3851397609 ,2.1743652644 ,3,3
34647686400,Deloris,0,46,16,29830.92777,10,41.3851424101 ,2.1743623076 ,4,2
34694404636,Maude,1,38,27,11540.67099,4,41.3851422797 ,2.1743749772 ,4,1
34646862887,Joli,0,35,33,22339.40854,2,41.3851428723 ,2.1743562402 ,4,2
34641248847,Aeriell,0,15,44,0,2,41.3851411347 ,2.1743673126 ,1,4
34618951018,Jessy,1,34,35,26927.95711,2,41.3851433744 ,2.1743732920 ,1,2
34634500421,Idaline,0,49,17,27883.65414,3,41.3851409525 ,2.1743737671 ,3,4
34668105237,Jennie,1,34,31,16082.41469,9,41.3851421237 ,2.1743754064 ,3,4
34659943630,Kaycee,1,35,36,46040.85184,9,41.3851412186 ,2.1743818641 ,1,4
34677148177,Pietra,1,56,7,24431.38278,3,41.3851414262 ,2.1743698027 ,2,1
34689342037,Bernita,1,25,27,38172.63128,3,41.3851407736 ,2.1743665141 ,2,3
34666924547,Caye,1,44,24,21656.38939,1,41.3851428016 ,2.1743806091 ,2,1
34669752148,Franny,1,32,27,31977.33527,9,41.3851420376 ,2.1743961327 ,4,2
34616119823,Rozina,1,57,29,29282.95721,8,41.3851418106 ,2.1743825527 ,2,2
34654314764,Florenza,1,47,48,33840.50337,5,41.3851425925 ,2.1743733776 ,2,2
34687351531,Malia,1,37,19,35243.71727,4,41.3851411345 ,2.1743890492 ,4,2
34660632213,Rhody,1,56,23,14956.91499,5,41.3851412779 ,2.1743734399 ,1,1
34638448181,Misty,0,38,29,28452.24749,3,41.3851426998 ,2.1743762035 ,1,1
34618346168,Carmina,1,44,44,19258.0746,3,41.3851414608 ,2.1743874187 ,4,4
34686644972,Kristy,0,36,38,22776.3639,3,41.3851413074 ,2.1743527729 ,3,4
34625132522,Bettye,0,44,1,20448.12568,7,41.3851438658 ,2.1743814738 ,1,4
34621907571,Tammara,0,60,33,28996.34133,9,41.3851426690 ,2.1743748524 ,2,2
34695036916,Fara,0,47,3,33749.7358,3,41.3851415741 ,2.1743730050 ,1,1
34662312503,Lucita,0,37,50,30041.61222,1,41.3851418876 ,2.1743758727 ,2,4
34686565766,Andromache,0,21,23,40992.20127,5,41.3851411994 ,2.1743687883 ,4,3
34684160850,Eolande,0,31,21,23318.08168,8,41.3851420692 ,2.1743858968 ,3,1
34614055118,Joceline,1,35,46,31269.21406,10,41.3851442235 ,2.1743739555 ,3,3
34626076550,Guillema,0,48,17,33765.129,7,41.3851438352 ,2.1743834985 ,4,2
34600296451,Simona,0,41,34,31767.46936,6,41.3851425376 ,2.1743791158 ,4,4
34614272208,Florri,0,32,24,36715.66624,1,41.3851430001 ,2.1743753681 ,1,2
34616170017,Ammamaria,1,20,39,39279.00884,9,41.3851419111 ,2.1743960922 ,2,4
34660931447,Ursola,0,62,11,59209.33468,7,41.3851402095 ,2.1743630388 ,1,1
34616515224,Shawn,1,40,1,17833.55578,6,41.3851428765 ,2.1743757187 ,4,4
34642174214,Charmane,1,45,41,29080.99254,3,41.3851420003 ,2.1743806436 ,4,2
34660931667,Addi,0,13,6,0,3,41.3851414119 ,2.1743692990 ,1,2
34608677770,Gwendolen,1,33,18,22006.84044,6,41.3851419463 ,2.1743852851 ,2,1
34647822181,Roxanne,1,40,27,9279.62169,9,41.3851420623 ,2.1743892444 ,2,4
34632035500,Rhetta,0,40,6,40286.88813,3,41.3851409220 ,2.1743769221 ,3,4
34687312630,Loralee,1,37,5,42109.19719,5,41.3851428384 ,2.1743669448 ,3,1
34631351163,Drusilla,0,30,19,18736.32023,1,41.3851427231 ,2.1743761612 ,4,2
34671580530,Romola,1,40,38,7610.153216,3,41.3851412500 ,2.1743672475 ,4,3
34661801660,Constancia,0,45,3,23110.15983,8,41.3851397917 ,2.1743589251 ,2,3
34674315345,Cosetta,0,45,13,29281.41107,10,41.3851438369 ,2.1743836971 ,1,3
34661971957,Shane,1,40,49,29417.38053,10,41.3851429580 ,2.1743871253 ,4,3
34676359875,Felisha,1,32,12,17741.28755,3,41.3851427793 ,2.1743591160 ,2,1
34687415333,Giuditta,0,33,37,32888.73991,4,41.3851408888 ,2.1743864188 ,2,1
34678290781,Maggee,0,37,44,35422.61488,7,41.3851425730 ,2.1743843949 ,2,4
34615724526,Ammamaria,0,43,21,19660.53737,9,41.3851400569 ,2.1743797651 ,3,1
34663553261,Lilyan,1,36,31,32914.68324,10,41.3851416211 ,2.1743824155 ,4,3
34604495572,Saidee,1,57,45,17090.02113,8,41.3851406530 ,2.1743637144 ,2,1
34675981645,Janetta,1,34,48,25747.04645,10,41.3851419501 ,2.1743890274 ,4,2
34644169754,Sena,0,40,41,32990.98985,9,41.3851420675 ,2.1743696038 ,2,3
34669501017,Prudy,1,56,7,37627.753,4,41.3851414185 ,2.1743694444 ,1,2
34677450956,Christye,1,45,7,26967.17906,7,41.3851412125 ,2.1743995162 ,4,1
34634090504,Dyanna,0,31,37,34897.6318,6,41.3851419743 ,2.1743531216 ,2,2
34616889821,Giulietta,0,33,49,34496.02168,3,41.3851423520 ,2.1743791786 ,3,3
34655013554,Meris,1,53,36,15681.7368,5,41.3851425365 ,2.1743754255 ,4,2
34624183173,Zoe,0,66,17,30500.64556,4,41.3851430495 ,2.1743696808 ,2,3
34631214243,Wilmette,1,65,49,25434.79418,7,41.3851409748 ,2.1743733317 ,2,2
34653206682,Myriam,1,38,21,28558.74932,2,41.3851418085 ,2.1743723495 ,4,1
34645178203,Angelita,1,21,19,30337.37989,9,41.3851429258 ,2.1743754821 ,2,2
34659170795,Shanta,0,58,10,30917.92173,5,41.3851424199 ,2.1743780619 ,2,2
34603200936,Lotte,1,52,34,11813.61035,3,41.3851423793 ,2.1743791852 ,1,1
34668848699,Luci,0,37,12,32784.42086,1,41.3851413437 ,2.1743653944 ,1,3
34632710666,Hanna,1,33,40,32627.62398,2,41.3851427635 ,2.1743689504 ,4,1
34669805778,Dulsea,0,31,49,31677.08833,8,41.3851408535 ,2.1743626984 ,1,4
34678353196,Tish,1,61,11,17676.69069,9,41.3851418158 ,2.1743736889 ,2,2
34693666526,Karlene,0,35,36,22548.55822,10,41.3851406562 ,2.1743753567 ,1,2
34600393123,Betti,0,25,43,25958.95871,3,41.3851432179 ,2.1743727469 ,2,2
34660940716,Norean,0,55,10,38005.0114,9,41.3851424115 ,2.1743851105 ,3,4
34623748942,Babette,0,43,18,4353.343638,8,41.3851434656 ,2.1743742066 ,2,3
34667601781,Mehetabel,0,53,9,48361.06377,3,41.3851445187 ,2.1743765145 ,1,1
34650924918,Rhianon,1,40,31,22028.72515,9,41.3851418385 ,2.1743765507 ,3,4
34665209777,Clovis,0,45,22,29999.41166,10,41.3851418880 ,2.1743814033 ,1,1
34684458425,Stefanie,1,41,4,18823.63172,3,41.3851423386 ,2.1743805157 ,3,4
34640754562,Juliet,0,35,9,35747.27039,3,41.3851412927 ,2.1743670960 ,4,4
34649598323,Fredrika,0,47,30,23102.41775,2,41.3851417611 ,2.1743763650 ,2,1
34605619523,Deerdre,1,30,39,33287.78071,6,41.3851415024 ,2.1743788957 ,2,4
34623092722,Eugenie,1,32,22,25248.02944,1,41.3851427836 ,2.1743770463 ,1,1
34694170808,Babara,0,24,34,47149.70778,1,41.3851431638 ,2.1743776534 ,2,2
34685455086,Ethelda,0,47,8,43361.9352,2,41.3851432768 ,2.1743670587 ,4,3
34631764552,Tammie,1,41,21,34010.6471,3,41.3851423832 ,2.1743752205 ,4,2
34603192389,Larina,0,36,43,39784.89253,8,41.3851423067 ,2.1743769811 ,3,1
34690171902,Alecia,0,42,32,8525.013936,9,41.3851417445 ,2.1743935760 ,1,4
34689151327,Laural,1,36,3,38483.42835,2,41.3851411629 ,2.1743676914 ,4,2
34618568468,Valerye,0,41,3,42020.06671,9,41.3851418491 ,2.1743638516 ,4,1
34615608653,Alethea,0,42,25,15352.18139,8,41.3851427931 ,2.1743495893 ,4,1
34666107208,Mattie,0,38,41,21295.16083,4,41.3851425028 ,2.1743775873 ,4,4
34631345231,Viola,1,42,40,29020.95453,10,41.3851430882 ,2.1743838689 ,4,2
34636998275,Julia,0,50,43,23138.52469,7,41.3851429718 ,2.1743625011 ,1,1
34601219796,Genia,0,33,5,10209.03433,1,41.3851421069 ,2.1743819329 ,2,2
34668800810,Salli,0,58,13,17359.14061,10,41.3851392376 ,2.1743755793 ,1,1
34693304487,Odella,0,39,37,33393.95284,1,41.3851439451 ,2.1743744693 ,4,4
34605398831,Justina,1,50,44,28745.10478,9,41.3851426684 ,2.1743718512 ,3,4
34631599866,Frederica,0,47,40,32173.11537,4,41.3851428513 ,2.1743767261 ,4,3
34614414384,Karina,0,35,9,31301.56933,10,41.3851432843 ,2.1743748586 ,3,1
34698124369,Tyne,1,62,26,39956.19586,1,41.3851411261 ,2.1743760429 ,1,1
34652022881,Barry,1,24,24,24547.51389,8,41.3851425142 ,2.1743737276 ,1,2
34685130284,Deloris,1,30,23,3240.122123,8,41.3851405876 ,2.1743647438 ,4,4
34686783871,Shandeigh,0,40,47,31991.45517,1,41.3851416042 ,2.1743768879 ,4,3
34692756186,Saraann,1,58,44,21866.64183,2,41.3851428110 ,2.1743865194 ,4,3
34656089875,Cacilie,1,26,31,33370.89715,7,41.3851412442 ,2.1743681218 ,1,1
34644048069,Karalynn,0,35,11,36475.46869,9,41.3851411437 ,2.1743860369 ,4,3
34640881213,Dasha,1,46,36,30395.66714,1,41.3851411905 ,2.1743715351 ,1,4
34644757862,Dareen,1,45,33,21325.67438,2,41.3851435131 ,2.1743647730 ,4,4
34643939091,Christal,0,45,23,32492.33664,9,41.3851420175 ,2.1743847954 ,3,1
34617576832,Carry,0,27,15,37371.77572,6,41.3851434159 ,2.1743798450 ,1,4
34674277086,Othelia,0,55,26,45308.34481,4,41.3851413736 ,2.1743791117 ,4,2
34673616670,Faunie,1,47,23,32798.17697,2,41.3851422479 ,2.1743698381 ,2,3
34641713706,Ophelia,0,55,19,17497.45202,8,41.3851422745 ,2.1743661651 ,1,3
34635209227,Lauretta,0,51,18,34386.42757,8,41.3851412432 ,2.1743691772 ,2,2
34637765357,Jess,0,49,40,27450.47318,1,41.3851416592 ,2.1743786790 ,2,1
34615652142,Kati,0,35,32,19494.41817,5,41.3851399730 ,2.1743655215 ,3,2
34692044508,Terrijo,1,41,35,30472.21248,1,41.3851410708 ,2.1743715793 ,2,3
34664324360,Darsie,1,29,33,43731.28099,1,41.3851431600 ,2.1743749849 ,2,4
34659164090,Myrtia,0,38,43,33826.86095,1,41.3851420980 ,2.1743706265 ,2,3
34600974581,Minne,0,54,5,20378.02637,5,41.3851411842 ,2.1743564588 ,2,1
34636763083,Louella,0,52,29,23364.85245,2,41.3851416512 ,2.1743737949 ,4,1
34612348058,Ethelyn,0,32,21,14034.82379,9,41.3851418281 ,2.1743621777 ,1,4
34611616421,Gabrielle,0,32,24,25652.90238,3,41.3851416429 ,2.1743599163 ,2,4
34697790705,Concettina,0,45,48,18682.40993,7,41.3851414871 ,2.1743916718 ,4,3
34658077853,Carmelle,1,44,49,19471.44206,2,41.3851399141 ,2.1744073066 ,2,1
34644737417,Mechelle,1,38,4,24389.85298,7,41.3851410899 ,2.1743888110 ,3,3
34638156789,Claudette,0,28,4,37479.68726,4,41.3851420607 ,2.1743661327 ,4,2
34660140847,Marilin,0,53,21,30064.30411,10,41.3851420672 ,2.1743654662 ,2,3
34609731555,Sharl,1,40,29,21051.73457,8,41.3851407330 ,2.1743702817 ,2,3
34608949591,Ursala,0,41,38,28899.46877,7,41.3851419201 ,2.1743750162 ,2,4
34605974931,Mercy,1,53,40,34182.56433,7,41.3851429870 ,2.1743836577 ,4,3
34618742996,Aurea,0,23,35,27113.88056,7,41.3851417427 ,2.1743582359 ,2,4
34632893522,Tammara,1,41,48,17518.57503,9,41.3851410304 ,2.1743805765 ,4,1
34620759480,Aundrea,0,23,14,19299.27471,10,41.3851433668 ,2.1743707013 ,3,3
34622259149,Fancy,0,47,7,41306.77275,6,41.3851431854 ,2.1743775700 ,2,4
34676264108,Tatiana,0,41,50,17169.67013,10,41.3851428387 ,2.1743670886 ,1,3
34680690516,Alice,1,18,15,41455.79346,6,41.3851433292 ,2.1743702132 ,1,1
34668761408,Belvia,0,43,46,33589.33504,2,41.3851415171 ,2.1743762950 ,2,1
34652414826,Marylee,0,38,44,21035.22725,8,41.3851417635 ,2.1743721319 ,3,3
34691124749,Joannes,1,49,33,17737.42219,6,41.3851438889 ,2.1743713633 ,1,2
34671609750,Marilyn,0,37,17,14749.64115,2,41.3851416879 ,2.1743807912 ,2,4
34647351780,Jacklyn,0,49,1,26919.4988,10,41.3851425010 ,2.1743904703 ,1,1
34617011173,Annetta,1,22,45,21444.26112,6,41.3851425836 ,2.1743712020 ,4,3
34636694552,Gabie,1,47,22,26973.31815,1,41.3851415711 ,2.1743777836 ,4,1
34639119689,Agata,0,42,6,20369.8864,10,41.3851432631 ,2.1743657532 ,2,4
34632810562,Ruthi,0,57,35,42207.92284,4,41.3851403416 ,2.1743580578 ,3,1
34617261993,Farand,0,47,7,48460.47154,9,41.3851432692 ,2.1743647106 ,4,2
34622951346,Mame,0,52,44,22596.28395,6,41.3851423809 ,2.1743734173 ,2,2
34669835084,Nora,0,39,11,27281.88697,7,41.3851420221 ,2.1743696361 ,3,3
34655048416,Tedda,1,60,45,19726.12331,8,41.3851439141 ,2.1743574063 ,3,1
34660083387,Michal,0,54,17,23381.83726,10,41.3851416326 ,2.1743810655 ,4,1
34611123568,Katharyn,0,50,40,19529.35413,4,41.3851403512 ,2.1743711447 ,3,4
34677812556,Ninnette,0,39,7,25916.80363,3,41.3851412420 ,2.1743669146 ,3,1
34681111812,Clementia,0,28,27,21054.64496,4,41.3851411667 ,2.1743824959 ,3,2
34667403996,Natala,1,38,27,11607.88265,2,41.3851424865 ,2.1743670405 ,3,3
